review,feature request,bug report,rating,user experience,ID
Online video watching earn money 📢📢📢📢 नौकरी नौकरी नौकरी 📢📢📢📢 मुझेे कुछ 50-100 ऐसे लड़के - लड़कियों की जरुरत है जो की मेरे साथ टीम बना कर अपने घर पर बैठ कर काम कर सकें काम सिर्फ फेसबुक और व्हाट्सएप्प पर ऐड पोस्टिंग का है । काफी अच्छा पैसा कमा सकते है बिना एक भी रुपया लगाये अपने पार्ट टाइम में। अगर आप इच्छुक है तो मुझे व्हाट्स एप्प (WhatsApp ) पर मेसेज करे लिखे JOB और भेज दे। (9416585965) इस नंबर पर। नोट:- सिर्फ ऐसे लोग संपर्क करे जो मेहनत कर के कुछ पाना चाहते हैं बिना कुछ किये पाने की इच्छा रखने वाले मुझसे संपर्क न करे।,0,0,0,0,79257
"Waiting for a response UPDATE: ---------Ivan responded  but doesn't think his APP is the cause. I don't know what happened  but I was able to recover my files using RECUVA. That was all I really needed. It might have been a fluke. ---------- Installed this app because the amount of storage left on my phone has been low and I wanted to see what apps/files were taking up the most space and move them over to my SD card. Tried to play a song later in the day and the media player said """"""""""""""""""""""""""""""""this file type not supported by media player"""""""""""""""""""""""""""""""" I thought it might be a fluke  so I restarted my phone. Same thing again. I opened the files tab in my apps menu  and that's when I saw that my phone had over 8 Gb of space(it was at 4) and my SD card had 29(it was 17) All the files I had that were not associated with running an app have been deleted. I contacted the developer and am currently waiting for a response. If this is fixable  I will remove this rating. The thing that bothers me the most is the pictures of my daughter were on the phone. There was absolutely no warning that this was even remotely possible.. I have had other apps asking for permission to access files  and not one has ever done this.""""",0,0,1,0,74709
"How can you fail to respond to ALL of us. Same here guys  my """"Free """" tablet that isn't free  5 factory reset's to use playstore?!? Anyone else getting a 491 error code stating you are out of space? I reset even though it is NOT anything in storage  my wifi in NYC is obviously super fast? Please respond. BTW I always defended Android & playstore prior to this because I briefly had an IPhone  I state briefly because I hated the A**** store lines & being forced to purchase or use ALL AP***. Now so sick of being told I have not enough storage  I HAVE PLENTY! ANY REASON WHY YOU ARE NOT ANSWERING US OR YOU SIMPLY DO NOT CARE? In case you haven't noticed  people are getting VERY tired of being spied on  forced to do things. People are making statements all over the world. Forcing factory apps that state if you uninstall  it may cause errors why? You realize we all may use for decompression  YET we also use for work. This is unacceptable. I pay for better Service as opposed to Burner phones for a reason. Now it seems so many paying less are getting more! Why bother paying for better because you NEED IT FOR WORK ESPECIALLY  only to be ignored by billionaire companies. What if we stop  then maybe you WILL care?",0,1,0,1,237703
"5 STARS :: YES  you have a user-select Save-to location setting. YES  you have real-time INSTANT toggle switch from camera or video modes. YES  you DO also have ALL that stuff you REALLY NEED without that CRAP you don't even want - NO ADS !!!! You gotta check this out. TONS of SETTINGS galore. Seeing is believing. To say this rivals most """"""""""""""""""""""""""""""""paid"""""""""""""""""""""""""""""""" camera apps is the understatement of the year - it flat out beats the socks off ANY other camera/video recording app PERIOD. See for yourself. THIS THING ROCKS. The ONLY thing any of those other """"""""""""""""""""""""""""""""camera apps"""""""""""""""""""""""""""""""" have _maybe_ a slight edge over this is in there own specialized filters/effects.. Maybe you get their effect """"""""""""""""""""""""""""""""XYZ"""""""""""""""""""""""""""""""" but you also get a confusing crappy interface where you can''t even figure out how to use half of the stuff their promotions page makes you think ur getting. Well  this is the real deal HERE. Try 'em. Whattaya got ta lose.. It's FREE. I promise you this is a real unbiased & totally 100% actual independent real-life genuine human individual actual testimonial. God bless.. take it easy.. and have a great one ... Hope you take the time to explore this...""""",1,0,1,1,168993
"ex-Kindle user tired of being unable to flag unread books (collections keep breaking!). FBReader seems great (tags allows reliable flagging unread books)  and (unlike Kindle) allows book details editing. Some suggestions to make it EVEN BETTER: --- 1) Make tapping of Trash ICON less precise (in tags  tapping very close gets treated as Edit not Delete). --- 2) Add button to clear ALL tags from a book in one go. --- 3) Allow MULTI-selection of books  so that updates (e.g. to tags  author  etc) can be made in a SINGLE operation. --- 4) Within an opened """"""""""""""""By / Books sorted by"""""""""""""""" subset  allow SORTING by another attribute. --- 5) After editing book details  return to the SAME list position not start. --- 6) Allow edit/delete of ANNOTATIONS. ---7) Make VISUAL difference between Read and Unread greater (read = fainter  different colour). --- 8) Allow """"""""""""""""By"""""""""""""""" listing by Read/Unread STATUS. --- 9) Provide button for easy SWAPPING of Author and Title. --- 10) Make SETTINGS easier to find (left hamburger menu  not just right 3-dots menu when reading). --- 11) Allow stretch/pinch to RE-SIZE font. -- 12) Add button to SPLIT ; or   separated values (in Authors  Tags) to separate entries.""""",0,0,1,1,287760
Bien Tengo 40 juegos tengo una memoria de 64gb y le metí con mi teléfono me jalo súper bien 1 Dragon Ball Z Shin Budokai 2 Spongebob Yellow Avenger 3 Sonic Rivals 4 Marvel Nemesis 5 Bomberman 6 FIFA Street 2 7 Street Fighter Alpha 3 8 Assassins Creed Bloodlines 9 Spiderman 2 10 Mortal Kombat Unchained 11 King of Fighters Collection Orochi Saga 12 Tekken 6 13 Megaman Powered up 14 Metal Slug XX 15 Need For Speed Carbon Own The City 16 Burnout Legends 17 3rd Birthday 18 Soul Calibur Broken Destiny 19 Dead or Alive Paradise 20 Grand Theft Auto Vice City Stories 21 Dragon Ball Z Tenkaichi Tag Team 22 Naruto Shippuden Ultimate Ninja Héroes 3 23 Naruto Ultimate Ninja Héroes 2 24 Dragón Ball Z Shin Budokai 2 25 Crash of The Titans 26 Grand Theft Auto Liberty City Stories 27 Guilty Gear XX Accent Core Plus 28 God of War Ghost of Sparta 29 Castlevania Dracula X Chronicles 30 Medievil Resurrección 31 Sonic Rivals 2 32 Crash Tag Team Racing 33 Blaz Blue Portable 34 WWE All Stars 35 One Piece Romance Dawn 36 Bleach heat Soul 7 37 God of War Chains of Olympus 38 Silent Hill Origins 39 Final Fantasy VII Crisis Core 40 Dante Inferno 41 Need For Speed Most Wanted 42 Metal Gear Solid Peace Walker,0,1,1,0,55475
"SMS Backup+ App is failing to backup... I tried to run the App yesterday afternoon & instead it sends an error message  """"XOAuth authorization error. Please make sure you enabled IMAP in your Gmail account settings."""" The problem is that (after a lengthy search for how to find this """"IMAP"""" feature in Gmail) I only discovered that Gmail IMAP was """"ENABLED""""  so I do not know why this is error message is reoccurring over & over. The App is also requesting invasive access approvals to interface with my Gmail Acct  as follows: """"SMS Backup+ would like to: Read  send  delete and manage your Email."""" in Gmail; then the options given to select are: """"Allow"""" or """"Deny"""" - (By continuing  you allow this App & Google to use your information in accordance with their respective terms of service and privacy policies.)"""". - This is not right or safe  & leaves App users quite vulnerable. - Also  athough SMS Backup+ has multiple URL hyperlinks in their app to read App FAQs  I was not able to find a clearly defined App """"Support"""" (or """"Contact Tech"""") URL link  so I have been forced to Go to Google Play & find a contact E-mail there & am still waiting for a reply. Please contact me with a reply asap.",1,1,0,1,23378
"NOT SOLVED:: today PasswordS are will not stay logged in to my password database when I switch between Chrome browser and pasesafe. I have used PasswordSafe on PC for years. Wonderful stuff. On my android cell phone ver 5.1.1 I found an issue. - open PasswordSafe and logon. - press the URL of the entry I need and the browser opens on that page. - switch (using the RECENT button on cell phone to switch) back to PasswordSafe and it has closed the database and I have to enter the master password again. - copy the username to clipboard - switch to browser and paste the username - switch back to PasswordSafe and it has closed the database and I have to enter the master password again. - copy the password to clipboard - switch to browser and paste the password Is there some way to keep the database open when switching? Setting for """"""""""""""""""""""""""""""""file close"""""""""""""""""""""""""""""""" has no effect. TRIED::: goto SETTINGS  LANGUAGE AND INPUT  KEYBOARD & INPUT METHODS  check PASSWORDSAFE . Follow up: Found answer Turn on Developer Options. Different phones do it different ways. Go to Settings>Developer Options and make sure the """"""""""""""""""""""""""""""""Don't keep activities"""""""""""""""""""""""""""""""" option is unchecked.""""",0,1,0,0,132024
Constantly up to date and always ahead of every other IM  sometimes also ahead with features not present even in some other applications like (video players  image editing  cloud storage and media management). I really like it. I admire their product life cycle and their releases which are very often and fast  Telegram must have good scrum masters  developers and management for sure :D I would like to see more attention involved in the Cloud Storage management  because it is very easy in the current version to delete accidentally a chat and therefore lose all your cloud storage with that chat. Maybe we can have a lock with pin/password/email confermation to delete a chat which we mark as 'important' and on the other hand to delete 'unimportant' chat could be without asking for password/pin/email confermation. I would also like to see a better organization of chats  groups  channels  so for example  when you have 4-5 private group where you are collecting info and stuff about 4-5 cities (1 city for each group)  then you want to have those groups grouped together in a 'master group' called for examples 'Cities for holiday'... and some other improvements are needed :) Good job!!!!!!!!,1,0,0,1,139481
Mixed feelings I've played this game for a long time; i have partecipated in the online community. I enjoyed Andor's Trail  but i have some issues with it. some pretty BIG issues. First  this (very nice  very well written RPG) requires you to grind .. a lot. And to be honest  that's not entirely bad - it's a mobile-phone RPG  so the grinding actually comes useful at times  when you have a moment of boredom during your day  waiting for the bus  at lunch  or whatever  just open it  grind a few mobs  and put it back in your pocket. But you will need to grind quite a lot to advance in the story. Second  while the game is very nice ... it's not finished. NOWHERE near finished. It will never be. There's not been a single update in a whole year and there was ONE update in the year before that. I've basically been playing it since early 2011 and i've seen a two updates  one very minor  since. And that's a real shame  since the story and writing are so good. But after playing it basically every day for two years straight i just couldn't take it anymore and deleted it. Android is just not a good platform to build a full bodied RPG. Sorry guys  but honestly i can't be asked to wait forever.,1,1,0,1,3325
Is a pity this app is neglected (no blame for dev  whose situation & priorties I can't know) but FCs and stability issues now mar a brilliant concept. Vim is actually a great fit for Android: complete navigation and selection control by word/line/block with just the standard keyboard (no wasted screenspace) & split (particularly diffsplit) are killer features that no other editors come close to. Being able to open additional files without exiting app or fiddling w/ menus is also a big plus (hadn't realized how much using slide out menus or the recent apps menu disrupted my process until now). FCs and associated risk of data loss relegate this to being essentially a demo. Still can't bring myself to uninstall though because I WANT it to work so badly. There are a few other issues: word-based input waits for autocorrect to finish before vim gets any input - so many commands are unworkable & you must watch keyboard's prediction row to see what you've typed. Editing .vimrc and other setup involving home directory was also a bit fiddly (though  if I could figure it out it can't be that bad). Overall Vim on Android is hard to argue with  hopefully updates remedy the outstanding issues.,1,1,0,1,36541
"I think a lot of reviewers have missed the point of this app. If all you want to do is send a regular SMS though your phone's provider then this probably isn't the app for you. It is most powerful when coupled with WebSMS  allowing me to automatically send messages for certain number prefixes through a cheaper web-based provider. My first complaint is that it could look a little prettier. It's not as ugly as WebSMS but a little padding around the text could make all the difference. Perhaps the developer wanted to fit as much text on the screen as possible but screens are relatively large and high resolution these days. The """"""""""""""""Black"""""""""""""""" theme is also more like grey under the Material Glass theme for some reason. With those two issues fixed  it would look much like the stock Messaging app. My next complaint is that starting a new thread fires up the WebSMS interface instead of allowing you to type into SMSdroid directly. This inconsistency is a little jarring and there seems little reason for it. I guess SMSdroid is simply lacking a recipient selector. My last complaint is a minor one. The multi-select button doesn't actually do anything. All in all  a thumbs up from me.""""",1,1,1,1,50192
Almost 5 stars This is a great app  especially considering the fact it's emulating the Dreamcast and fairly new. There are 2 things that stop me from giving it that extra star  and it's only because I'm spoilt from ePSxe. 1. Exiting the app via the Home button quits the game without warning. Every once in awhile I'll accidentally hit it (or hit it on purpose  forgetting it doesn't work the same way ePSxe does)  losing a ton of progress. (In case anyone doesn't know how ePSxe works  it remembers the state the game was in after you leave the app  allowing you to restore the game the next time you come back.) 2. Save states. This is mainly only a problem because of the first one. With ePSxe I had 3 options if I wanted to take a break or do something else quickly on my phone. Find a save point (not as easy in most games)  save states or close the game and restore it later  keeping my progress. With Reicast my only option is to find a save point  which are scarce. Unlike the actual consoles these emulators emulate  there's usually countless times you have to urgently close the app due to phone calls or text messages. It's still a really great app and definitely worth getting  though.,0,1,1,1,5473
for all those with LG optimus T if when you granted access you receive this (//gmail ) do the next  DO NOT CLICK CONNECT  go to advance settings and click IMAP server settings click Authentication  >plain text> don't change nothing on (server address and security) leave it like it is  in the next tab  type your email address and in the last one your password and that's it  go back to the home screen and press back up  it work for me after 2 days fighting with this app  sorry about my English  (server address and security got instructions inside if you want to open it) para todos los que tienen telefonos LG optimus t si cuando le dan granted access reciven el siguiente mensaje (//gmail ) hagan lo siguiente  NO PRESIONEN CONNECT click en advance settings y luego click en IMAP server settings le dan click a Authentication >escojen plain text> no cambien nada en las dos primeras pesta?as (server address and security) en la siguiente pesta?a pongan su nombre de usuario de gmail y el la ultima su codigo de seguridad de su correo  regresen a la paguina de inicio y presionen back up   esto me sirvio a mi despues de estar peleando con este app por dos dias espero que les sirva Saludos,0,0,1,1,22868
A very useful app for stamping location information on to photographs. This could be immensely helpful for anyone involved in any sort of field work. It would be good to have some alternatives to the default positioning of the stamp in the bottom right of the image. Using the phone's microphone to trigger the taking of photos is also useful for field work. I found that the saying 'cheese' option worked well but the 'loud sound' trigger didn't (even at high sensitivity). That's a pity because I would rather use some other sound trigger than 'cheese'  e.g. a whistle. Again  from a field work perspective  it would be good to be able to record a brief linked voice annotation/note with each picture because that would provide an efficient way of adding additional context information to the picture. That would be much better than a simple text annotation which would quickly become a pain if taking multiple pictures on a field trip. Adding voice annotation  however  would require the willingness of the developer to extend the app a bit more in the location awareness arena  e.g. storing location waypoints and linked media (photo  audio  text) in  say  GPX format for use in other apps.,1,0,0,1,169036
This app would be amazing if it works properly. I tested it a lot in last two weeks and haven't got proper results.There are some problems or uncertaintes which should be solved: 1) motion trigger don't behave independent of regular snapshot interval. When I set motion trigger it still takes snapshots in regular intervals (refresh time)! The motion events inside the refresh time(with base of last motion event) are ignored! - I think that the refresh time for regular intervals and motion trigger parameters should be split and don't interact. Otherwise the behaviour is rather inpredictable. 2) motion triggers are not precise  the reaction is sometimes delayed or in interaction with other parameters  it is very uncertain. 3) trigger burst (at least for motion event) doesn't work at all. It always takes 1 picture. 4) when I set SD card directory which is not writable  application next time hangs or doesn't work properly  without any warning.The configuration in whole is not error safe  the input values are not checked for validity. Anyway I hope that this my investigation will help improve this app...as it wasn't updated for 1 and half year. And I'd pay for it if it gets solved.,1,1,0,0,8552
Mostly useful for techy types. Great monitoring tool  but I didn't notice that it increased my WiFi reception  or stabilize my connection. Even on a large phone (LG Spectrum II)  I found the text output of the monitoring screen difficult to read. The app reminiscent of the old PC OS tools that reported everything the OS was doing. If the developer would use a more graphic oriented interface  it would be more useful to lay users. Other users complained that WiFi Fixer was a battery hog  however  I found using the settings to stop monitoring of services kept WiFi fixer from zapping battery life. However  this effectively reduces WiFi Fixer's usefulness. The developer should update the interface to specify which category of services to disable. For instance  disable monitoring screen handlers  app managers  but continue to monitor network activity. I found this app less than useful  but safe for my phone. The developer should consider updating the UI to a GUI  and add selective monitoring  and packet buffering to help stabilize connectivity  and well as a warning when the phone is switching from WiFi to carrier data  or when the WiFi signal is too low to maintain a connection.,1,0,0,1,69120
Overall  Sky Map is a great application. It is perfect for the beginner astronomer  as well as those looking to learn more about astronomy  and familiarize themselves with the solar system. It includes many convenient features such as the ability to enable and disable the appearance of stars  constellations  planets  and much more. The feature I enjoyed the most was the ability to “time travel.” I could easily enter a date and time  (past or future)  and view the solar system at that moment. This feature also allowed me to observe the changes in space that had occurred  or that would occur between the present and the time selected. Sky Map was able to accurately determine my location  and display celestial objects in relation to my position. An element that should be incorporated into this app is the ability for users to view information about any given celestial object they select. This would provide a more educational experience for those interested in furthering their knowledge about celestial objects  rather than just where they are located. In conclusion  this is an easy to operate  yet highly capable app that many astronomers  both new and experienced will enjoy.,1,0,1,1,167729
Ok google officially you are crap. Out of the people who bothered to rate this malware  30% now rate this as one star. Is that a clue to sort this stupid piece of code out. It is not an app as it bears the user no benefit. I have bought an app. It now tells me it wont run unless I update this.. you are holding me to ransome. Why should a purchase need me to use your code??. Your car is needs petrol but still works when you use texaco or bp. It does not stop on the freeway because you use a different petrol provider. SORT IT. Every time there is an update more of MY data not YOURS gets sucked down. Now you want sms messages access to protected areas take our contacts. If the police wanted this data they need a warrant  no google wants this and its rediculous permissions to be accepted. Shame on you google. Bugger me wants to control nfc..... This is supposed to be a piece of software that enables third party apps not a stealth data stealing weasel. Apps that used to work require an update to this ----- why---- because Google insists  not necause the app needs it. It is so you have to have this malware on board.... Come on let it do what it is supposed to do  be an enabler.,1,1,1,0,272474
Ok google officially you are crap. Out of the people who bothered to rate this malware  30% now rate this as one star. Is that a clue to sort this stupid piece of code out. It is not an app as it bears the user no benefit. I have bought an app. It now tells me it wont run unless I update this.. you are holding me to ransome. Why should a purchase need me to use your code??. Your car is needs petrol but still works when you use texaco or bp. It does not stop on the freeway because you use a different petrol provider. SORT IT. Every time there is an update more of MY data not YOURS gets sucked down. Now you want sms messages access to protected areas take our contacts. If the police wanted this data they need a warrant  no google wants this and its rediculous permissions to be accepted. Shame on you google. Bugger me wants to control nfc..... This is supposed to be a piece of software that enables third party apps not a stealth data stealing weasel. Apps that used to work require an update to this ----- why---- because Google insists  not necause the app needs it. It is so you have to have this malware on board.... Come on let it do what it is supposed to do  be an enabler.,1,1,1,0,237206
"Awesome! Pros: I have been looking for an app like this ever since I rooted my Gallaxy S2 back in the day and installed Cyanogenmod losing the voice notifications the Samsung built in! I ditched it in favor of a Nexus 5 when it launched. This app works really well and I love all the options! It is heading in a great direction! It is ready for daily use! Cons: As many other reviewers have pointed out the privacy concerns of having your messages read aloud is a bit of a problem. I hope that is addressed in future updates. I like that you can have it announce the app name only but in some cases I would like to know the senders name to know if it is worth my time to open. Possible Improvements: Having a feature that would read only """"""""""""""""""""""""""""""""x"""""""""""""""""""""""""""""""" amount of characters of the message could cover the privacy issue until it is possible to identify senders. It would also be nice to see varying permission for each app  for instance %t + %m / %t / %m. Also  and this is a little nit picky  it would be nice if it would announce """"""""""""""""""""""""""""""""New email"""""""""""""""""""""""""""""""" instead of just """"""""""""""""""""""""""""""""Email"""""""""""""""""""""""""""""""" for all messaging/email/chat style apps.""""",1,1,0,1,361
"Compared with the Sword Project app on iOS (PocketSword)  I was very pleased to discover that this """"And Bible"""" app also supports: * multiple synchronized windows * verse comparisons for multiple translations * off-line text-to-speech audio. Some enhancements found in the iOS PocketSword app that I would also like to see here: 1. Display commentary for an entire chapter (just like an entire Bible chapter is displayed)  and not just commentary for one verse. 2. Immediately display the footnote info when I tap on the highlighted footnote letter (just like a Strong's number definition is immediately displayed) instead of requiring me to first select the verse and then choose from the context menu """"Footnotes and references"""". 3. Show results from my previous 'find' so that I can easily visit each search result and not have to repeat the search. 4. Add the ability to download new modules from user-defined locations. I already have many text & commentary modules shared from a non-public server  and it was awkward to have to manually copy them onto the Android device. But even without these requested enhancements  I'm happy to have a Sword Project compatible app on Android!",1,0,0,1,282986
"Even though I tried this with different keyboards it's editing capabilies are poor. They don't come up to any of the external editors that I have on my tablet. Compared to the pc/web version this is crippled. One reason I would like an external editor is that I have a lot more formatting capability and the ability to 'snapshot' or  for example  undo deletions. rather than sweat coding more editor functions  simply flipping into an more capable external editor seems sensible. There are a lot of management features in the PC/web version that I consider very basic. being able to edit the raw HTML code to correct errors or carry out formatting that the 'visual' mode doesn't permit is one. Again  this might be resolved with an external editor: edit in visual/text or in html switch. Perhaps the simplest demonstration of what's lacking is to run the tablet and the PC/web version side by side. I realize there is a screen real estate issue  especially when trying to run this on a 4.5 inch phone  but perhaps that's a case of """"""""""""""""you shouldn't be doing that"""""""""""""""". However other applications I use do have panels that pull down or pull in from the side. ... out of space ...""""",1,1,0,1,85536
"Wigle will save lives. Hey  to anyone who participates in Wardriving  please  remember - the info you gather is associated to a person. I don't know all of the rules but  I am guessing that you get more points for capturing the same signal over and over. I can see how it could be fun. My last house was open to kids looking for fun. We played hide and seek...in cars. Clues were given to the seeker by walkie talkie. It was a blast. With War driving  not all of the participants are willing. When you are done with a round  you go home...alone. I have been a """"""""""""""""""""""""""""""""target"""""""""""""""""""""""""""""""" since 2009. When I take my dog out to go to the bathroom  the same cars that have driven by  every time I've been out  for 6 years. People park on my street waiting for me. By the time I get to a store  30+ people are following me. My phone and laptop are hacked. I have NO privacy. It is terroristic stalking and is considered a crime by the DOJ. Friends  across the country have committed suicide to get away from it. Have fun with it  but please think of others. I can't visit my Grandkids  for fear that they will become targets. Use it in and for fun...for all involved. Thank you.""""",1,1,0,0,96926
I have been getting more knowledgeable and skilled at MH4U  and I consider this app a godsend; such a handy wealth of information right in my hands  all offilne to boot :) This app is a must have for any hunter  especially newcomers. However  there ARE a few problems that prevent this app from truly being great: 1. Optimization - The app works fine on my main phone  a Samsung Galaxy S5  but on my backup phone which is an Alcatel model  some features don't work. Namely the Armor Set Builder; that just doesn't work at all. 2. There are no 3D renders of armor pieces or weapons; I think that would be a cool addition. 3. While I see items needed to craft Palico DLC outfits & weapons  it isn't stated in the app. There's also no mention of normal Palico outfits/weapons either. Showing this info would come in pretty handy. 4. It would be EXTREMELY useful to showcase quest trees; that is  prerequisites to a specific quest. 5. There's little to no mention of G rank quests. 6. Some information is missing  primarily related to the uses/descriptions of some items. 7. Fatalis has no materials data; everything says 0%. If those things could be addressed  then that would be 5 stars!,1,1,1,1,40679
"What happened to the full editor??!!! Went to create a blog post today using my WordPress app and discovered that the editor is some weird  useless version of what it was before. I can't do anything in it like I can in the web based editor such as indent  center  size/place images  etc....literally every major function but basic typing is gone. Where did it go and how do I get it back? If this is not fixed I am uninstalling the app as it is totally useless to me without the full version of the editor. As well  the web based editor crashes EVERY SINGLE TIME I do an update to a blog. Makes editing virtually impossible. - - - I received an automated response to this review which said  """"""""""""""""""""""""""""""""You can switch back to the app's old editor: Go to App Settings in the app and toggle off the 'Show Visual Editor' option. However  some of the features you mentioned (such as indenting or aligning text) weren't part of the old editor  either."""""""""""""""""""""""""""""""" - - - Found the setting. That leaves ONLY the HTML editor and does not fix the problem...at all. And  previously  before this change  the editor in my app and the web based editor were identical in their features.""""",1,1,0,1,83937
"I have used this app for years  but some of the changes you have made recently just don't make sense. JuiceSSH works much better. I use Dyndns with pinhole ports through my router  my home Linux systems can be accessed either on a 192.168.1.x IP address on my home network or using an uncommon port on the Internet IP address of the router using PNAT to the correct SSH server. In my Connectbot  each server has two entries  one with its internal IP and the other with its Dyndns address. The icon functionality used to make some sense but now it does not. If you accessed a server successfully once before  it used to give a green tick by the server name  not it's a red exclamation mark. If a server hasn't been accessed for two days  it didn't used to matter on previous versions  the green tick would be there to show the last access worked. Now you get a """"No Entry"""" sign  which makes no sense. I also have a problem on my old Nexus 7 tablet on Android 4.3 where when I try to import keys that are in the internal storage  it goes straight to Amazon Drive to try to find the keys with no option to go back to the find them on the local device. It seems to be a backwards step.",0,1,0,0,18025
For years  this was the best Android mail app available. It's unbelievable how the current developers have ruined such a fantastic email utility. Many of the old behaviors have been modified to work in unintuitive ways  demonstrating a lack of basic user ergonomics. The Unified Inbox in particular is a catastrophe. Now  unread messages show before read messages regardless of date or time. Read messages do not show at all (they completely disappear from Unified Inbox) UNLESS YOU READ THEM WITH ANOTHER CLIENT (such as your desktop PC). If you read a message with another client  it will appear below the list of unread messages  completely out of time/date order. The Unified Inbox worked perfectly in older versions  but whoever has been modifying the code for this section of K-9 is essentially incompetent. There should be settings to configure the Unified Inbox behavior back to the old method if a user prefers that. It is after all the reason most of us switched to K9 in the first place. But the current behavior of showing messages read on another client in one way  and messages read in K-9 in another way  is just extremely poor development  and it needs to be fixed.,1,0,1,1,279291
Easily the best 100 bucks you will never spend. Even an old beat to heck psp can set you back a pretty penny and that is without the games  even then there is the fact that one is the size of a small brick. So why bother with all that when you can get it for free with better visuals and audio? Simple you would need a monumental hole in your head. This has taken almost everything that I have tossed its way and done very well. All at full fps and with some really good graphics. However it is not perfect. Things to know  if you are a fan of Armored Core like me  Last Raven doesn't really work. If that were working I would drop a dozen stars. Also some other games do not always work smoothly  but hey  it's free right. You will need a powerful phone however. Emulators by nature are power  memory and hard-drive hogs. This is no exeption. Minimum is a Samsung Galaxy S 5 with at least 32 gigs of space. Best bet  Moto Droidz or anything really powerful. IPhones and windows phones are not recommended due to their locking of software. Jailbreaking in can void your warenty. That said  exellent work. And give gold a shot  these guys can use all of the support they can get.,0,0,1,1,56531
"Very good - and could be better; 4 3/4 stars. This does exactly what it's supposed to do - tells you where you are  where you're going  approximate altitude and all the other good stuff. I've used it in light aircraft and as a passenger on commercial jet flights and it works wonderfully. A couple of things could be better: *** Storage - Avare downloads and stores a lot of map data  and getting an Android phone to store that on the SD card rather than the phone's memory is a chore. I've done this on four devices and it's been manual every time. Create a directory on the SD card  then point Avare to store maps there. Then curse when it doesn't work the first time. With maps.me doing it at the push of a button  I'd wholeheartedly advocate this as an upgrade. Heck  I'd PAY for it - if it saved me an hour's fussing it'd be worth every penny. Just sayin' ****Flight planning. Not as intuitive as you might imagine - again it takes fussing. Since I most often use the app as a reference (""""""""""""""""where the heck am I"""""""""""""""") rather than as a guidance method  this isn't such a problem for me but I've heard complaints about it. Again GREAT app - could be greater still.""""",1,1,1,1,161573
